"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"etort-92",0.0284984915104146,0.0224976343669093,-0.0585260685730864,0.00173729860478156,-0.0552201434084613,-0.263051170730489,-0.00213492752345685,0.00671793437462583
"etort-93",0.0691690998394067,0.0161110126780065,-0.00435519926736578,-0.0910870625463106,-0.0438524294559547,-0.113524783882921,-0.0141853642003001,-0.0948956514009427
"etort-94",0.0565057721732106,0.0230349871477347,-0.0350945022330975,-0.00491187716766336,-0.0340684136725512,-0.207823857504995,0.0321465130924619,-0.00799330044836508
"etort-95",0.0845224287709597,-0.000374457910400355,0.0238778101303392,-0.0747023624983039,0.0010997761357676,0.00873260196237051,-0.0159944970175358,-0.0061027907155343
"etort-96",-0.0750043350861656,-0.127297721566168,-0.0326796077117891,0.00104249319811281,-0.0267372252652027,-0.0138881632464977,-0.000553869625321052,0.0164336142767507
"etort-97",-0.0722675938989115,-0.126180652381709,0.0103239446921805,0.000131448027136976,-0.00195644521598479,-0.00313148667408621,-0.0143360833340945,-0.0202602428705369
"etort-98",-0.0841374069761837,-0.140288769093231,-0.0209416800193451,-0.00689402668738984,0.000146035544412152,-0.0163379975769855,0.0058168411417293,-0.00667223483725422
"etort-99",-0.0768546762721922,-0.144474703468219,-0.0164947875365485,-0.0121494842585971,0.0130670918040777,-0.00041500552941064,0.0189093163244888,-0.0407031894952324
"etort-100",-0.0830024260848879,-0.124966105174177,-0.00781735210845405,-0.00278822474407816,0.0136818210831556,9.87213344967856e-06,0.00731849705507355,-0.0469201603570805
"etort-102",-0.0717535172393561,-0.140447304565392,-0.0152833050769257,-0.020286186787127,-0.00641916693205271,0.0566429294092982,0.141568085523603,-0.728549385452773
"etort-103",-0.0697252346758999,-0.138917402028628,-0.0112372451099877,-0.0261222668945765,0.0398273363199626,0.0833515603007507,0.0555378724024095,0.0238802725100907
"etort-104",-0.0702880590689577,-0.147547947523194,-0.0204968964984273,-0.0221907513563076,-0.030804441070149,-0.0098864129015141,0.0686232612793869,0.0341518657857843
"etort-105",-0.0754642604962575,-0.144129328180245,-0.0148583237398969,-0.000861119159299746,0.0413532634134562,-0.0423064710304081,-0.0961216023954127,-0.154598674359392
"etort-106",-0.0823370904607999,0.0844436240969242,0.219756691806993,0.037923361202992,-0.170205694205063,0.0396042327196267,0.044734269666202,-0.0364604525496515
"etort-107",-0.074510561471091,0.0650950760508172,0.204821209836873,-0.0163512268504988,-0.273634303974759,0.0320992628528504,0.784012029897338,0.180570424268259
"etort-108",-0.0759603292171279,0.0596617734727496,0.201889924849945,-0.000652580057122537,-0.400604019780688,0.0650044714325734,-0.3702260869876,-0.216718420258998
"etort-109",-0.0786930386789987,0.071472999806975,0.186093642884605,0.0155641798068667,-0.23578592442376,0.0145229583646166,-0.310822960663943,0.253748368521151
"etort-110",-0.090151478975073,0.048532552201863,0.171139757157186,0.0248898465662951,-0.0909310044115335,0.0291524242059047,-0.0157610498294974,0.00380487586352198
"etort-111",-0.0899034569463041,0.0579802160666461,0.181241539425367,0.0252520425129511,-0.107708336200062,0.0443515601492425,0.0261727481499472,-0.017449142568077
"etort-112",0.0387137431979607,-0.0381174158077638,0.0194096629712796,-0.090230971479558,0.0282388485123634,0.0395495294047447,-0.0088026908425984,0.07074951212241
"etort-113",0.0316352566556851,-0.0594727428551153,0.0245449401191882,-0.077006657162863,0.010174064726565,0.0632728283247545,-0.0320787667314127,0.0923449326276197
"etort-115",-0.0755514979700791,-0.13450459749893,-0.0137589416715411,0.00742733735883047,-0.00493749215121486,-0.00977637742367677,0.00687829376598646,0.00648255437585859
"etort-116",-0.0734699617086399,-0.139637601775809,-0.0195137361231009,-0.0104154667446727,-0.050291922037551,0.0147952077113305,0.0287624478369234,-0.0151727392409927
"etort-117",-0.0661614729794876,-0.138440293680903,-0.0139320975503794,-0.0212749557207275,-0.0114536031208649,-0.00969572203934842,0.0175988295395972,0.010792430494
"etort-119",-0.0853853876700983,0.129092439041977,-0.206597196579556,-0.0267450004952591,-0.101091826102966,0.112342209048264,0.00579882633851069,-0.028195055175077
"etort-120",-0.0816296139250641,0.120121255226644,-0.163993936716355,-0.0229846374822471,-0.117926212520131,0.0610468062714841,0.0218637628445255,-0.00890799306993344
"etort-121",-0.0923215700903281,0.0787888687063403,0.11019738992116,0.0205192740512406,0.0472608199284498,-0.0176090329737002,0.0475847722620443,-0.0429826819800077
"etort-122",-0.0903717739294963,0.0594322473372615,0.0402736563351834,0.00724524286370108,0.167874248640326,-0.0160075434518442,-0.0102771650085932,-0.0112328523218819
"etort-123",-0.0923842491365315,0.056156898291509,0.142915822614547,0.00666779660157044,-0.00675420089878928,-0.00417627315074138,-0.0322617245221911,-0.0334217842066402
"etort-124",-0.0934740984037675,0.0513339021299104,0.0951961355762491,0.0330443800421196,0.0701392759949486,-0.041623482988866,-0.0210709997139693,-0.0175503124946745
"etort-125",-0.0912506378182022,0.0407754454382827,0.0691709425761104,0.015915523012247,0.0787464672272937,-0.0477453323806523,-0.00651867247366043,0.0641166899029293
"etort-126",-0.0918236888094739,0.0608102304218541,0.143746238758967,0.0287892318832655,0.0515347757748098,-0.0302758152203273,-0.0203376334607244,-0.00668488862876969
"etort-127",-0.0961202059853241,0.0690369735511288,0.091811023722015,0.00287110861174446,0.038848200939852,-0.0237178442179389,0.00361629833099291,-0.0283458759977213
"etort-128",-0.0916989954634418,0.0677607508332798,0.131285446014816,0.0168653800810146,-0.0320616974645801,0.0265272628488839,0.0231429096693124,0.00346176874311608
"etort-129",-0.0886784246208467,0.0557536016694884,0.176252625786466,0.0279773092735071,-0.114771886580559,0.00272304118102401,-0.0447351226133233,-0.0281487728180086
"etort-130",0.0595817434153991,0.000148478729766885,-0.0180677800521639,0.0694999915353816,0.00071262508571526,-0.00481048275278418,0.00367675212448403,0.0175251828693325
"etort-131",0.0761979379377117,0.0113300997255858,0.00266009353444934,0.0354386426769963,-0.00430699252467165,0.0201175323991062,-0.0188779183807707,-0.0137217776705156
"etort-132",0.0761369268399709,0.00296782714630758,-0.00179478087086097,0.0495523111838404,0.0133265631883506,0.0164000223437018,-0.00973507358423416,0.00861872086589505
"etort-133",0.0585698824745588,-0.00716155584903636,-0.00876248384699687,0.0621962632663808,-0.00581327762298442,0.0113605389210035,0.002797111446152,-0.00926038248161633
"etort-134",0.0734731635878232,0.0122233289008454,0.00220664626381126,0.0656932671464717,0.00971272551013077,-0.00451592550531311,0.00564023948155276,-0.0257003174000751
"etort-135",0.0828319005655718,0.0104161525843104,-0.0147260853039652,0.0538640595030434,-0.0218396696835416,-0.0163534448430786,-0.00644229440900928,0.0224584415251015
"etort-136",0.0771723516181397,0.00109372914552092,0.0042056561544013,0.0555435841952789,0.0392402818035908,0.0224809049111298,0.00225336327599828,-0.0056254858702238
"etort-137",0.0642896699970245,0.00926225381097679,-0.00702167720883093,0.0460857231817055,-0.00800172389048053,-0.0198602264632144,-0.0229058153951487,-0.00448632495282851
"etort-138",0.0725989398980887,0.000872998784982663,0.00278031981476705,0.0604751510268107,0.00412536806696788,0.021587863134503,0.0180984934270204,0.00707427137328546
"etort-139",0.064996885680656,0.00109634050711474,-0.0085578760927303,0.031660447499664,0.0141950676752037,9.49298725180153e-05,-0.0327495794375296,-0.00626393047733201
"etort-140",0.0921231818011318,0.00497053597657614,0.0113658305206549,0.0366291005240587,0.00359670409991466,0.0357368580648156,0.00507291556435231,-0.0527144824951855
"etort-141",0.0822044837609034,0.000550878475266368,-0.0015378385642207,0.0199673349110773,-0.00164560906088292,0.0119758706500087,0.0069631628525883,0.0015150279215865
"etort-142",0.0637096407120322,0.018685646720558,-0.0119675306455307,0.00834955900445014,0.0164754330339785,0.0550049679061601,-0.023745759313663,0.0286446415870378
"etort-143",0.0790978931289821,0.00441519826983129,-0.00151510001841416,0.0521928686148133,0.0139777177641698,0.0575893261584488,0.0169621958401555,0.0370551722119467
"etort-144",0.0646400335809214,-0.011477803373009,0.00830538520713594,0.0520955850958785,0.0273908932497942,0.0298810893946361,-0.00293137817191126,0.0179742981902808
"etort-145",0.0769844117108461,-0.00288109436944054,0.00536276460598991,0.0712939968413856,-0.000548841698099144,-0.0138323774480531,0.034061362143994,-0.0451594086881729
"etort-146",0.0764866461261875,0.0153788016811076,-0.00530430225609462,0.0283447095300804,-0.0114708437055915,-0.024563976565264,-0.0168355125251242,-0.0124152669223293
"etort-147",0.0760969707703879,-0.00162597381328584,0.0095932861918646,0.0897313549005846,0.0134533689537421,0.006186340744945,0.0401167426161196,0.00682954995433374
"etort-148",0.0376866595699807,0.00985728644804496,-0.00846719243334481,0.0713026709622675,-0.0034208371726744,0.0443099441290673,-0.0231122807091282,0.0155887253021653
"etort-149",0.0714872528068118,0.00242619155296136,-0.00999060471310577,0.0890068801557043,0.0069488566188389,0.0232974892864232,0.00782318334843064,-0.0166067682013496
"etort-150",0.0712905983555218,-0.0075634629915117,0.00134433116189476,0.0861037764923958,0.00810584232496464,0.0221621518819901,-0.000124827327697472,-0.00771435367099775
"etort-151",0.0737300841470478,0.00333021227839145,0.0155184609926333,0.0606360547146424,0.00966739990380893,0.0529461802998621,0.0121827243590484,-0.0114641466394905
"etort-152",0.052783196066545,-0.018963261591234,-0.0159125265278303,0.0588624886122911,0.0155862637098995,-0.0266401897441068,-0.00383541154114124,-0.0086756064892518
"etort-153",0.067448291233209,-0.00660380169658004,-0.00278979987119605,0.0551512373323309,0.00795612935933384,-0.00933496452045599,0.00518930977495567,-0.0259664673802896
"etort-154",0.0564676151358987,-0.0262845395380991,0.00106468679780851,0.046861372288563,-0.00326419274493699,0.0571724257801976,0.0115471326800522,0.0227017966301794
"etort-155",0.0721370109755781,-0.000117220087520269,-0.00339302050500956,0.0339740258896391,0.022244879470305,0.0349043052579101,-0.0262696822719846,-0.0162952867180663
"etort-156",0.0845132049463143,0.0148869241196026,0.00979014211985748,0.00551213750018813,0.0114040203561334,0.0660207511469382,0.00607413903125319,-0.00041934921256926
"etort-157",0.0625129711386891,-0.00683566844955068,-0.00894217029563394,0.0417572595678875,0.000633513510411442,-0.00882032531893769,-0.0352706637694763,0.0291760339729622
"etort-158",0.0453220645170962,0.00576949166683936,0.0081450223083943,0.0658753487149682,0.0273539739460423,0.00562550095035793,0.0137648228045781,-0.0237777670110683
"etort-159",0.0559671010148957,0.00717758519440471,-0.0120391751038707,0.0414050917991584,-0.0100741213935061,-0.0751489014976354,0.00430499062891696,-0.00285691836166825
"etort-161",0.0679099387102487,-0.00394726813555672,-0.00749747425035601,0.0793858455709933,0.00273427992426077,0.0250187908433853,0.00957619014882833,0.0111375542839738
"etort-162",0.0722409651042194,-0.00167039836484429,-0.00425946939008684,0.0623982402850638,0.00328204054428102,-0.0397849441196797,-0.00503110082781785,0.016327721057456
"etort-163",0.0784823723725702,0.00550114860759591,0.0143932770105604,0.0454141078631245,0.0177646529146686,0.0251362223334556,0.0422153506621983,-0.0188766037280335
"etort-164",0.0770906162027922,-0.00268535865907794,-0.00522180073681904,0.0657626900546134,0.00615355270199592,0.0274931670477923,0.00178788080083655,-0.00252352945194713
"etort-166",0.0797003371253758,0.00622889494636963,-0.00961317840841676,0.0506875332177148,-0.0151230379291302,-0.00811896901607156,-0.00525300898423352,-0.00650761540538309
"etort-167",0.0834752980739836,-0.00505429160464362,0.0184951035843459,0.0469137038318066,0.000684693459420056,0.029219638325818,-0.00261092406053142,0.00499634978293795
"etort-168",0.0736169108791448,-0.00836233781912014,0.0147447558225242,0.0572347180352434,0.0309423937023272,0.051263733421745,-0.0220528905369051,-0.00760240251613977
"etort-169",0.0688527336571861,-0.00740013423799053,-0.00598618631212706,0.0482821879810585,-0.00313394494657101,-0.0112924189545712,-0.0515759066389173,-0.0147197265069361
"etort-170",0.0863979789707828,0.0194967897363298,0.0163716993067499,0.0456887891145312,0.00996361319694362,0.106305023979745,0.00897343743679787,0.0110270453080456
"etort-172",0.0828193339564589,-0.00292027509781573,0.0104832757929885,0.032139139091013,0.0250084380848105,0.0777331630694427,-0.0267262106979672,-0.00311342942425981
"etort-173",0.0722471011330364,0.000909057883535374,0.000400207272009042,0.0936390135459316,0.0283703635549584,0.0716251760408105,-0.00577518388820595,-0.0027163974205766
"etort-174",0.0641947473274736,0.00365159016587625,0.00688440792902804,0.0497453184618075,0.0144547289534893,0.0666523511971153,0.00183989041298333,-0.0149487025752596
"etort-175",0.0765522302043644,-0.00183785238055434,0.00835637726390387,0.0464985382790034,0.0135958120388902,0.117345217346232,-0.000830527013825056,0.0505025908635515
"etort-176",0.0634644727972984,0.00327512318617556,0.00840303226695618,0.0473164804482299,0.0237293523962842,0.0633654781953936,0.0134776039958347,0.0101325875714484
"etort-177",0.068618346740257,-0.0214870461544985,-0.00449120411474622,0.0714501451461152,0.00141308728582876,0.0682683215670169,-0.00246240915511963,0.00348397821604955
"etort-178",0.0892086596644539,0.00644460261551272,0.0144339922558391,0.0734881898878267,0.0212107130456533,0.0849459298007791,0.0286262964636042,-0.00976070728359729
"etort-179",0.0918777749163098,0.00621224200147295,0.020539897268219,0.0836249063397089,0.0205625429867103,0.0754664442009508,0.0241629689268242,-0.0653918441333954
"etort-180",0.0772785479029801,0.00798870381538696,-0.00396565414856481,0.0691819613572987,-0.0021967913606109,0.052417461535471,-0.00676402622912268,-0.0199413728239053
"etort-181",0.0750809121386285,0.00666809254081746,-0.0053887272537708,0.0622819687548108,0.0118765231524875,0.0747659366818761,0.0276736214912767,-0.00234148303335299
"etort-182",0.0895035940443024,0.0139934409238774,0.0148295432700468,0.0441856382566137,0.0338998675572292,0.0881248266912306,0.012777359717539,-0.0058769382325088
"etort-183",0.0704183633476413,-0.0138487404374399,0.0109641768617712,0.0619438724221526,0.00189979655335757,0.0466474342417197,0.011439503550701,0.0216253805658125
"etort-184",0.0832457357731521,-0.00496097780117383,0.0140087539819837,0.0127571082395742,0.0176336506642548,0.0592110891992854,0.00965425030470234,-0.0142312472463661
"etort-185",0.086742406002193,0.00930912009829512,0.00772062120219264,0.0275251053150883,0.0241847108952672,0.089319207239195,-0.0179132464386087,-0.0118371439091408
"etort-186",0.075372309419316,0.00545222444120225,-0.00411521248707328,0.0895737659880645,0.00452740406761964,0.0668227573942286,0.00969199080352755,0.0108997157671087
"etort-187",0.0838462503310149,-0.00087540869474201,0.0110538672804601,0.0921307773015668,0.0279232587363952,0.0418266236550263,0.0260708125564119,-0.0681175474510247
